solar_rad,slp,datetime,ts,dewpt,uv,wind_dir,ghi,dhi,precip,pop,ozone,app_temp,clouds_low,clouds_mid,snow_depth,wind_gust_spd,dni,timestamp_utc,timestamp_local,wind_cdir,rh,pod,pres,snow,temp,clouds,vis,clouds_hi,wind_spd,wind_cdir_full,description,code,icon,city,country,lon,lat
0,997,2024-06-16:15,1718550000,55.6,0,300,0,0,0,0,297.8,94.5,0,0,0,13.8,0,2024-06-16T15:00:00,2024-06-16T20:00:00,WNW,26,n,939.5,0,96.1,37,14.9,0,13.8,west-northwest,Scattered clouds,802,c02n,Islamabad,Pakistan,73.0363,33.6995
0,998,2024-06-16:18,1718560800,56,0,65,0,0,0,0,296,88.1,0,0,0,8.4,0,2024-06-16T18:00:00,2024-06-16T23:00:00,ENE,32,n,940.5,0,89.8,27,14.9,5,6.9,east-northeast,Few clouds,801,c02n,Islamabad,Pakistan,73.0363,33.6995
0,998,2024-06-16:21,1718571600,57.3,0,100,0,0,0,0,296,84.8,0,0,0,8.5,0,2024-06-16T21:00:00,2024-06-17T02:00:00,E,38,n,940,0,85.8,24,14.9,0,4.6,east,Few clouds,801,c02n,Islamabad,Pakistan,73.0363,33.6995
2.2522733,999,2024-06-17:00,1718582400,58.3,0,45,0.16,2.12,0,0,297.5,82.9,0,0,0,6.2,0.56,2024-06-17T00:00:00,2024-06-17T05:00:00,NE,43,n,941,0,83.1,20,14.9,0,3.4,northeast,Few clouds,801,c02n,Islamabad,Pakistan,73.0363,33.6995
532.11316,1000,2024-06-17:03,1718593200,59.4,3.7,73,552.43,96.51,0,0,297.8,91.2,0,0,0,7.7,800.47,2024-06-17T03:00:00,2024-06-17T08:00:00,ENE,34,d,942.5,0,91.8,8,14.9,0,4.6,east-northeast,Clear Sky,800,c01d,Islamabad,Pakistan,73.0363,33.6995
960.3855,1000,2024-06-17:06,1718604000,59.9,10.2,176,992.67,121.48,0,0,296.3,100.4,0,3,0,19.6,925.88,2024-06-17T06:00:00,2024-06-17T11:00:00,S,27,d,942.5,0,99.9,20,14.9,0,9.2,south,Few clouds,801,c02d,Islamabad,Pakistan,73.0363,33.6995
889.3462,999.5,2024-06-17:09,1718614800,56.6,8.9,254,926.77,118.33,0,0,297.8,105.7,0,0,0,24,911.68,2024-06-17T09:00:00,2024-06-17T14:00:00,WSW,20,d,942,0,106,27,14.9,14,13.8,west-southwest,Few clouds,801,c02d,Islamabad,Pakistan,73.0363,33.6995
390.48495,996.5,2024-06-17:12,1718625600,56.2,2.5,275,404.44,84.95,0,0,297.5,105,0,0,0,16.1,730.79,2024-06-17T12:00:00,2024-06-17T17:00:00,W,20,d,939.5,0,105.4,37,14.9,0,16.1,west,Scattered clouds,802,c02d,Islamabad,Pakistan,73.0363,33.6995
0,997.5,2024-06-17:15,1718636400,57.1,0,311,0,0,0,0,296.8,95.6,0,0,0,15,0,2024-06-17T15:00:00,2024-06-17T20:00:00,NW,27,n,940,0,96.6,43,14.9,8,15,northwest,Scattered clouds,802,c02n,Islamabad,Pakistan,73.0363,33.6995
0,998,2024-06-17:18,1718647200,58.2,0,58,0,0,0,0,299,88.4,0,0,0,12.7,0,2024-06-17T18:00:00,2024-06-17T23:00:00,ENE,35,n,940,0,89.4,35,14.7,0,12.7,east-northeast,Scattered clouds,802,c02n,Islamabad,Pakistan,73.0363,33.6995
0,997.5,2024-06-17:21,1718658000,58.7,0,70,0,0,0,0,299.5,85.2,0,0,0,10.6,0,2024-06-17T21:00:00,2024-06-18T02:00:00,ENE,40,n,939.5,0,85.8,30,14.9,100,6.9,east-northeast,Few clouds,801,c02n,Islamabad,Pakistan,73.0363,33.6995
1.9878954,999.5,2024-06-18:00,1718668800,59.3,0,61,0.13,1.89,0,0,299.3,82.8,0,46,0,9.3,0.38,2024-06-18T00:00:00,2024-06-18T05:00:00,ENE,45,n,941.5,0,82.8,28,14.9,35,4.6,east-northeast,Few clouds,801,c02n,Islamabad,Pakistan,73.0363,33.6995
449.85776,1000,2024-06-18:03,1718679600,59.6,2.2,95,551.78,96.45,0,0,298.8,90.5,0,82,0,8.1,800.12,2024-06-18T03:00:00,2024-06-18T08:00:00,E,35,d,942,0,91,16,14.9,73,8.1,east,Few clouds,801,c02d,Islamabad,Pakistan,73.0363,33.6995
955.97974,997.5,2024-06-18:06,1718690400,59,10.2,257,992.35,121.46,0,0,297.3,98.7,0,0,0,8.1,925.7,2024-06-18T06:00:00,2024-06-18T11:00:00,WSW,27,d,940.5,0,98.8,23,14.9,0,8.1,west-southwest,Few clouds,801,c02d,Islamabad,Pakistan,73.0363,33.6995
864.4926,994.5,2024-06-18:09,1718701200,56.7,6.6,261,927.12,118.33,0,0,300.5,102.4,0,22,0,13.4,911.65,2024-06-18T09:00:00,2024-06-18T14:00:00,W,22,d,938,0,102.9,34,14.9,100,12.7,west,Scattered clouds,802,c02d,Islamabad,Pakistan,73.0363,33.6995
378.90878,993.5,2024-06-18:12,1718712000,55,1.9,291,405.3,85.01,0,0,301.3,101.1,0,14,0,15,731.19,2024-06-18T12:00:00,2024-06-18T17:00:00,WNW,21,d,937,0,102.4,46,14.9,100,15,west-northwest,Scattered clouds,802,c02d,Islamabad,Pakistan,73.0363,33.6995
0,994,2024-06-18:15,1718722800,55.9,0,325,0,0,0,0,296.3,92.2,0,0,0,18.4,0,2024-06-18T15:00:00,2024-06-18T20:00:00,NW,28,n,936.5,0,93.9,54,14.9,0,18.4,northwest,Scattered clouds,802,c02n,Islamabad,Pakistan,73.0363,33.6995
0,994.5,2024-06-18:18,1718733600,56.2,0,65,0,0,0,0,299,86.7,0,0,0,12.7,0,2024-06-18T18:00:00,2024-06-18T23:00:00,ENE,34,n,937,0,88.2,42,14.9,0,12.7,east-northeast,Scattered clouds,802,c02n,Islamabad,Pakistan,73.0363,33.6995
0,993.5,2024-06-18:21,1718744400,57.3,0,136,0,0,0,0,296.5,83.5,0,0,0,11,0,2024-06-18T21:00:00,2024-06-19T02:00:00,SE,40,n,936,0,84.2,36,14.9,7,5.7,southeast,Few clouds,801,c02n,Islamabad,Pakistan,73.0363,33.6995
1.6929843,996.5,2024-06-19:00,1718755200,58.6,0,54,0.09,1.63,0,0,294.3,81.6,0,50,0,17.1,0.22,2024-06-19T00:00:00,2024-06-19T05:00:00,NE,46,n,938.5,0,81.3,39,14.9,92,5.7,northeast,Few clouds,801,c02n,Islamabad,Pakistan,73.0363,33.6995
194.20576,996.5,2024-06-19:03,1718766000,59.1,1.4,140,551.08,96.39,0,0,294.8,88.9,0,86,0,9.1,799.76,2024-06-19T03:00:00,2024-06-19T08:00:00,SE,36,d,939,0,89.6,30,14.9,100,6.9,southeast,Few clouds,801,c02d,Islamabad,Pakistan,73.0363,33.6995
952.07733,996,2024-06-19:06,1718776800,59.3,10.2,155,992.01,121.43,0,0,296,96.7,0,42,0,15,925.53,2024-06-19T06:00:00,2024-06-19T11:00:00,SSE,29,d,938.5,0,96.8,35,14.9,0,10.4,south-southeast,Scattered clouds,802,c02d,Islamabad,Pakistan,73.0363,33.6995
927.45746,966.9,2024-06-19:09,1718787600,57.1,8.8,206,927.46,118.34,0,0,296.3,101.4,0,2,0,11.5,911.62,2024-06-19T09:00:00,2024-06-19T14:00:00,SSW,23,d,915,0,101.8,43,14.9,0,11.5,south-southwest,Scattered clouds,802,c02d,Islamabad,Pakistan,73.0363,33.6995
396.77927,965.4,2024-06-19:12,1718798400,55.6,2,193,406.11,85.08,0,0,294.5,98.8,0,34,0,13.8,731.57,2024-06-19T12:00:00,2024-06-19T17:00:00,SSW,23,d,913.5,0,100,53,14.9,100,13.8,south-southwest,Scattered clouds,802,c02d,Islamabad,Pakistan,73.0363,33.6995
0,966.8,2024-06-19:15,1718809200,57.7,0,80,0,0,0,0,297.3,87.7,0,84,0,20.7,0,2024-06-19T15:00:00,2024-06-19T20:00:00,E,35,n,914,0,88.9,60,14.9,100,20.7,east,Scattered clouds,802,c02n,Islamabad,Pakistan,73.0363,33.6995
0,972.3,2024-06-14:18,1718388000,41.8,0,131,0,0,0,0,289.5,77.4,0,4,0,4.5,0,2024-06-14T18:00:00,2024-06-14T23:00:00,SE,27,n,806,0,78.6,4,14.9,0,4.9,southeast,Few clouds,801,c02n,Quetta,Pakistan,66.975,30.1798
0,972.8,2024-06-14:21,1718398800,42.4,0,121,0,0,0,0,286,73.8,0,1,0,5.2,0,2024-06-14T21:00:00,2024-06-15T02:00:00,ESE,31,n,805.5,0,75.1,1,14.9,0,5.7,east-southeast,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
0,974.2,2024-06-15:00,1718409600,38.9,0,187,0,0,0,0,287,69.2,0,0,0,4.9,0,2024-06-15T00:00:00,2024-06-15T05:00:00,S,31,n,805.5,0,71,0,14.9,0,5,south,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
463.5896,973.6,2024-06-15:03,1718420400,35.2,2.9,168,463.59,87.27,0,0,289.8,76.8,0,2,0,1.7,772.89,2024-06-15T03:00:00,2024-06-15T08:00:00,SSE,21,d,807,0,78.3,2,14.9,1,1.3,south-southeast,Few clouds,801,c02d,Quetta,Pakistan,66.975,30.1798
973.5964,971.1,2024-06-15:06,1718431200,27.4,9.6,303,973.6,116.79,0,0,288.3,82.5,0,3,0,4.9,930.85,2024-06-15T06:00:00,2024-06-15T11:00:00,WNW,12,d,807,0,85.8,3,14.9,0,5.7,west-northwest,Few clouds,801,c02d,Quetta,Pakistan,66.975,30.1798
982.5468,968.6,2024-06-15:09,1718442000,26.1,9.8,297,982.55,117.19,0,0,284.3,85.8,0,2,0,8.1,932.7,2024-06-15T09:00:00,2024-06-15T14:00:00,WNW,10,d,806,0,89.8,2,14.9,0,7.7,west-northwest,Few clouds,801,c02d,Quetta,Pakistan,66.975,30.1798
483.69562,967.1,2024-06-15:12,1718452800,24.2,2.9,296,483.77,88.79,0,0,285,86.5,0,8,0,10.5,782.3,2024-06-15T12:00:00,2024-06-15T17:00:00,WNW,9,d,805,0,90.7,8,14.9,0,16.7,west-northwest,Few clouds,801,c02d,Quetta,Pakistan,66.975,30.1798
0,969.8,2024-06-15:15,1718463600,24.2,0,295,0,0,0,0,284.3,81.4,0,0,0,8.3,0,2024-06-15T15:00:00,2024-06-15T20:00:00,WNW,11,n,805.5,0,84.3,0,14.9,0,6.9,west-northwest,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
0,973.5,2024-06-15:18,1718474400,37.7,0,126,0,0,0,0,284.8,77.2,0,0,0,4.5,0,2024-06-15T18:00:00,2024-06-15T23:00:00,SE,23,n,807,0,78.5,0,14.9,0,4.7,southeast,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
0,974,2024-06-15:21,1718485200,44.1,0,110,0,0,0,0,282,73.9,0,2,0,4.9,0,2024-06-15T21:00:00,2024-06-16T02:00:00,ESE,33,n,806.5,0,75.1,2,14.9,0,5.3,east-southeast,Few clouds,801,c02n,Quetta,Pakistan,66.975,30.1798
0,975.6,2024-06-16:00,1718496000,46.1,0,123,0,0,0,0,285.3,71.2,0,0,0,5.4,0,2024-06-16T00:00:00,2024-06-16T05:00:00,ESE,39,n,807,0,72.4,0,14.9,0,6,east-southeast,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
462.9796,975.2,2024-06-16:03,1718506800,48.1,2.9,173,462.98,87.21,0,0,285.3,78,0,2,0,2.5,772.51,2024-06-16T03:00:00,2024-06-16T08:00:00,S,34,d,808.5,0,78.8,2,14.9,0,1.9,south,Few clouds,801,c02d,Quetta,Pakistan,66.975,30.1798
973.1848,972.5,2024-06-16:06,1718517600,32.2,9.6,293,973.19,116.76,0,0,284,83.5,0,3,0,7.9,930.64,2024-06-16T06:00:00,2024-06-16T11:00:00,WNW,14,d,808.5,0,87.1,3,14.9,0,4.9,west-northwest,Few clouds,801,c02d,Quetta,Pakistan,66.975,30.1798
982.82,969.7,2024-06-16:09,1718528400,25.1,9.9,310,982.82,117.19,0,0,284.5,87.6,0,1,0,7,932.63,2024-06-16T09:00:00,2024-06-16T14:00:00,NW,9,d,807.5,0,92,1,14.9,0,12.1,northwest,Clear Sky,800,c01d,Quetta,Pakistan,66.975,30.1798
484.67,968,2024-06-16:12,1718539200,25,3.1,299,484.67,88.84,0,0,283,87.4,0,0,0,11.2,782.62,2024-06-16T12:00:00,2024-06-16T17:00:00,WNW,9,d,806,0,91.8,0,14.9,0,14.6,west-northwest,Clear Sky,800,c01d,Quetta,Pakistan,66.975,30.1798
0,970.7,2024-06-16:15,1718550000,26.9,0,308,0,0,0,0,283.8,82,0,4,0,5.1,0,2024-06-16T15:00:00,2024-06-16T20:00:00,NW,12,n,806.5,0,85.1,4,14.9,0,5.1,northwest,Few clouds,801,c02n,Quetta,Pakistan,66.975,30.1798
0,973.9,2024-06-16:18,1718560800,29.1,0,334,0,0,0,0,282.5,77.5,0,1,0,1.8,0,2024-06-16T18:00:00,2024-06-16T23:00:00,NNW,16,n,807.5,0,79.1,1,14.9,0,1.5,north-northwest,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
0,974.4,2024-06-16:21,1718571600,28,0,50,0,0,0,0,282,74,0,48,0,2,0,2024-06-16T21:00:00,2024-06-17T02:00:00,NE,17,n,807,0,75.9,48,14.9,0,1.9,northeast,Broken clouds,803,c03n,Quetta,Pakistan,66.975,30.1798
0,975.3,2024-06-17:00,1718582400,27.1,0,35,0,0,0,0,281.3,71,0,0,0,1.8,0,2024-06-17T00:00:00,2024-06-17T05:00:00,NE,18,n,807,0,73.1,0,14.9,0,1.2,northeast,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
462.33,974.2,2024-06-17:03,1718593200,26.3,2.9,247,462.33,87.15,0,0,283.3,79.6,0,0,0,1.4,772.1,2024-06-17T03:00:00,2024-06-17T08:00:00,WSW,13,d,808.5,0,81.9,0,14.9,0,1.3,west-southwest,Clear Sky,800,c01d,Quetta,Pakistan,66.975,30.1798
972.77,972.1,2024-06-17:06,1718604000,27.2,9.8,296,972.77,116.73,0,0,281.8,84.5,0,0,0,6.9,930.43,2024-06-17T06:00:00,2024-06-17T11:00:00,WNW,11,d,808.5,0,88.3,0,14.9,0,6.5,west-northwest,Clear Sky,800,c01d,Quetta,Pakistan,66.975,30.1798
983.07416,969.5,2024-06-17:09,1718614800,25.8,9.8,283,983.08,117.19,0,0,283,88.3,0,3,0,9.8,932.57,2024-06-17T09:00:00,2024-06-17T14:00:00,WNW,9,d,807.5,0,92.8,3,14.9,0,12,west-northwest,Few clouds,801,c02d,Quetta,Pakistan,66.975,30.1798
485.54,968.6,2024-06-17:12,1718625600,24.9,3.1,269,485.54,88.9,0,0,283.5,87.3,0,0,0,13,782.92,2024-06-17T12:00:00,2024-06-17T17:00:00,W,9,d,806.5,0,91.7,0,14.9,0,9.6,west,Clear Sky,800,c01d,Quetta,Pakistan,66.975,30.1798
0,970.6,2024-06-17:15,1718636400,27.2,0,286,0,0,0,0,285.8,82.3,0,0,0,17.3,0,2024-06-17T15:00:00,2024-06-17T20:00:00,WNW,12,n,806.5,0,85.6,0,14.9,0,9.6,west-northwest,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
0,974,2024-06-17:18,1718647200,27.3,0,272,0,0,0,0,285.5,77.1,0,0,0,2.5,0,2024-06-17T18:00:00,2024-06-17T23:00:00,W,15,n,807.5,0,78.8,0,14.9,0,1.4,west,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
0,974,2024-06-17:21,1718658000,26,0,167,0,0,0,0,284,73.2,0,0,0,2.3,0,2024-06-17T21:00:00,2024-06-18T02:00:00,SSE,16,n,806.5,0,75.3,0,14.9,0,1.6,south-southeast,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
0,974.1,2024-06-18:00,1718668800,24.3,0,180,0,0,0,0,284.8,70.9,0,0,0,4.3,0,2024-06-18T00:00:00,2024-06-18T05:00:00,S,16,n,806,0,73.1,0,14.9,0,4.5,south,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
461.63,972.4,2024-06-18:03,1718679600,24.3,2.9,222,461.63,87.09,0,0,285.5,79.4,0,0,0,4.9,771.68,2024-06-18T03:00:00,2024-06-18T08:00:00,SW,12,d,807,0,81.8,0,14.9,0,4,southwest,Clear Sky,800,c01d,Quetta,Pakistan,66.975,30.1798
972.33,970,2024-06-18:06,1718690400,26.5,9.8,259,972.33,116.7,0,0,285.5,83.8,0,0,0,7.9,930.23,2024-06-18T06:00:00,2024-06-18T11:00:00,W,11,d,806.5,0,87.4,0,14.9,0,7.2,west,Clear Sky,800,c01d,Quetta,Pakistan,66.975,30.1798
983.33,966.7,2024-06-18:09,1718701200,19.2,10,279,983.33,117.19,0,0,285.3,87.6,0,0,0,7,932.5,2024-06-18T09:00:00,2024-06-18T14:00:00,W,7,d,805,0,92,0,14.9,0,8.9,west,Clear Sky,800,c01d,Quetta,Pakistan,66.975,30.1798
486.37,965.6,2024-06-18:12,1718712000,19,3.1,288,486.37,88.95,0,0,284.8,87.4,0,0,0,8.3,783.21,2024-06-18T12:00:00,2024-06-18T17:00:00,WNW,7,d,804,0,91.7,0,14.9,0,13.4,west-northwest,Clear Sky,800,c01d,Quetta,Pakistan,66.975,30.1798
0,968,2024-06-18:15,1718722800,19.5,0,259,0,0,0,0,284.3,81.4,0,0,0,6.5,0,2024-06-18T15:00:00,2024-06-18T20:00:00,W,9,n,804,0,84.4,0,14.9,0,6.3,west,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
0,969.6,2024-06-18:18,1718733600,20.3,0,200,0,0,0,0,283.5,77.5,0,0,0,4.1,0,2024-06-18T18:00:00,2024-06-18T23:00:00,SSW,11,n,804,0,79.3,0,14.9,0,3.9,south-southwest,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
0,968.9,2024-06-18:21,1718744400,19.8,0,184,0,0,0,0,282.8,73.9,0,0,0,3.8,0,2024-06-18T21:00:00,2024-06-19T02:00:00,S,12,n,802.5,0,76,0,14.9,0,3.7,south,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
0,970.3,2024-06-19:00,1718755200,21.8,0,151,0,0,0,0,284,69.4,0,0,0,3.9,0,2024-06-19T00:00:00,2024-06-19T05:00:00,SSE,15,n,802.5,0,71.9,0,14.9,0,4.2,south-southeast,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
460.88,967.9,2024-06-19:03,1718766000,23.6,2.9,233,460.88,87.03,0,0,288.5,78.8,0,0,0,3.8,771.25,2024-06-19T03:00:00,2024-06-19T08:00:00,SW,12,d,803,0,80.9,0,14.9,0,3.9,southwest,Clear Sky,800,c01d,Quetta,Pakistan,66.975,30.1798
971.88,965.6,2024-06-19:06,1718776800,27,9.8,280,971.88,116.66,0,0,286.5,84.3,0,0,0,7.2,930.03,2024-06-19T06:00:00,2024-06-19T11:00:00,W,11,d,803,0,88.1,0,14.9,0,6.9,west,Clear Sky,800,c01d,Quetta,Pakistan,66.975,30.1798
983.57,963.1,2024-06-19:09,1718787600,25.1,10,285,983.57,117.19,0,0,285,87.6,0,0,0,9,932.45,2024-06-19T09:00:00,2024-06-19T14:00:00,WNW,9,d,802,0,92,0,14.9,0,14.1,west-northwest,Clear Sky,800,c01d,Quetta,Pakistan,66.975,30.1798
487.16,962.2,2024-06-19:12,1718798400,21.7,3.1,281,487.16,89,0,0,282.5,86.9,0,0,0,11.2,783.49,2024-06-19T12:00:00,2024-06-19T17:00:00,W,8,d,801,0,91.1,0,14.9,0,14,west,Clear Sky,800,c01d,Quetta,Pakistan,66.975,30.1798
0,964.7,2024-06-19:15,1718809200,21.2,0,239,0,0,0,0,284.5,80.7,0,0,0,4,0,2024-06-19T15:00:00,2024-06-19T20:00:00,WSW,10,n,801,0,83.4,0,14.9,0,3.9,west-southwest,Clear Sky,800,c01n,Quetta,Pakistan,66.975,30.1798
0,997,2024-06-14:18,1718388000,71.3,0,56,0,0,0,0,292.5,97.7,0,0,0,5.2,0,2024-06-14T18:00:00,2024-06-14T23:00:00,NE,53,n,976,0,90.8,50,14.9,99,2.3,northeast,Overcast clouds,804,c04n,Faisalābād,Pakistan,73.135,31.4504
0,996.5,2024-06-14:21,1718398800,73.1,0,231,0,0,0,0,292.8,94.3,0,0,0,6.5,0,2024-06-14T21:00:00,2024-06-15T02:00:00,SW,64,n,975.5,0,86.8,0,14.9,5,3.6,southwest,Clear Sky,800,c01n,Faisalābād,Pakistan,73.135,31.4504
0,998,2024-06-15:00,1718409600,75,0,92,0,0,0.022,35,293.5,91,0,77,0,6.8,0,2024-06-15T00:00:00,2024-06-15T05:00:00,E,76,n,977,0,83.4,100,14.9,100,2.5,east,Light shower rain,520,r04n,Faisalābād,Pakistan,73.135,31.4504
509.3251,999.5,2024-06-15:03,1718420400,74.7,3.6,219,547.33,97.06,0,0,295.3,103.9,0,0,0,13,795.36,2024-06-15T03:00:00,2024-06-15T08:00:00,SW,56,d,978.5,0,92.8,0,14.9,0,6.6,southwest,Clear Sky,800,c01d,Faisalābād,Pakistan,73.135,31.4504
938.6353,998.5,2024-06-15:06,1718431200,70.3,10.4,233,997.99,122.97,0,0,293.3,113.6,0,0,0,18,924.6,2024-06-15T06:00:00,2024-06-15T11:00:00,SW,34,d,978,0,104.3,0,14.9,0,8.4,southwest,Clear Sky,800,c01d,Faisalābād,Pakistan,73.135,31.4504
795.39526,996.5,2024-06-15:09,1718442000,67.4,5.8,220,928.98,119.63,0,15,295.8,118,0,52,0,16.1,909.7,2024-06-15T09:00:00,2024-06-15T14:00:00,SW,26,d,976,0,110.1,51,14.9,100,7.8,southwest,Overcast clouds,804,c04d,Faisalābād,Pakistan,73.135,31.4504
370.0854,996.5,2024-06-15:12,1718452800,69.3,2.5,334,392.9,84.69,0,0,295.8,111.3,0,0,0,7.6,720.92,2024-06-15T12:00:00,2024-06-15T17:00:00,NNW,34,d,975.5,0,103.2,0,14.9,0,1.5,north-northwest,Clear Sky,800,c01d,Faisalābād,Pakistan,73.135,31.4504
0,996.5,2024-06-15:15,1718463600,77,0,100,0,0,0,0,289.8,112.6,0,0,0,1.2,0,2024-06-15T15:00:00,2024-06-15T20:00:00,E,53,n,975.5,0,97,0,7.3,0,0.9,east,Clear Sky,800,c01n,Faisalābād,Pakistan,73.135,31.4504
0,997,2024-06-15:18,1718474400,74.2,0,207,0,0,0,0,290.5,105.7,0,0,0,1.1,0,2024-06-15T18:00:00,2024-06-15T23:00:00,SSW,52,n,976,0,94.6,0,14.9,0,0.9,south-southwest,Clear Sky,800,c01n,Faisalābād,Pakistan,73.135,31.4504
0,997,2024-06-15:21,1718485200,71,0,213,0,0,0,0,289.3,95.6,0,11,0,7.7,0,2024-06-15T21:00:00,2024-06-16T02:00:00,SSW,55,n,976,0,89.3,0,14.9,0,4.3,south-southwest,Few clouds,801,c02n,Faisalābād,Pakistan,73.135,31.4504
0,998,2024-06-16:00,1718496000,72.3,0,230,0,0,0,0,289.3,92.5,0,19,0,9.8,0,2024-06-16T00:00:00,2024-06-16T05:00:00,SW,64,n,977,0,85.9,0,14.9,36,5.3,southwest,Scattered clouds,802,c02n,Faisalābād,Pakistan,73.135,31.4504
512.0462,1000,2024-06-16:03,1718506800,72,3.7,235,546.73,97.01,0,15,289.3,102.5,0,0,0,14.6,795.02,2024-06-16T03:00:00,2024-06-16T08:00:00,SW,49,d,979,0,94.1,0,14.9,1,7.3,southwest,Clear Sky,800,c01d,Faisalābād,Pakistan,73.135,31.4504
942.26227,999,2024-06-16:06,1718517600,68.3,10.4,246,997.68,122.94,0,0,289,115.5,0,0,0,20.5,924.41,2024-06-16T06:00:00,2024-06-16T11:00:00,WSW,29,d,978.5,0,107.4,0,14.9,0,9.7,west-southwest,Clear Sky,800,c01d,Faisalābād,Pakistan,73.135,31.4504
887.98944,996.5,2024-06-16:09,1718528400,62.4,9,238,929.37,119.64,0,0,290.5,117.3,0,34,0,15.5,909.67,2024-06-16T09:00:00,2024-06-16T14:00:00,WSW,20,d,976,0,113.2,0,14.9,0,6.6,west-southwest,Few clouds,801,c02d,Faisalābād,Pakistan,73.135,31.4504
378.01938,995,2024-06-16:12,1718539200,59,2.5,233,393.84,84.77,0,0,289.3,114.3,0,29,0,14.3,721.38,2024-06-16T12:00:00,2024-06-16T17:00:00,SW,18,d,974.5,0,112.6,0,14.9,0,6.2,southwest,Few clouds,801,c02d,Faisalābād,Pakistan,73.135,31.4504
0,995.5,2024-06-16:15,1718550000,64.6,0,213,0,0,0,0,291.8,104.4,0,25,0,6.6,0,2024-06-16T15:00:00,2024-06-16T20:00:00,SSW,31,n,974.5,0,100.9,0,14.7,0,3.7,south-southwest,Few clouds,801,c02n,Faisalābād,Pakistan,73.135,31.4504
0,996.5,2024-06-16:18,1718560800,66.9,0,232,0,0,0,0,289.5,98.1,0,18,0,8.3,0,2024-06-16T18:00:00,2024-06-16T23:00:00,SW,41,n,975.5,0,94.2,0,14.9,0,4.5,southwest,Few clouds,801,c02n,Faisalābād,Pakistan,73.135,31.4504
0,996.5,2024-06-16:21,1718571600,66.5,0,230,0,0,0,0,290.3,96.4,0,0,0,14.6,0,2024-06-16T21:00:00,2024-06-17T02:00:00,SW,42,n,975.5,0,93,0,14.9,0,7.8,southwest,Clear Sky,800,c01n,Faisalābād,Pakistan,73.135,31.4504
0,997.5,2024-06-17:00,1718582400,65.2,0,228,0,0,0,0,291,92.2,0,0,0,12.5,0,2024-06-17T00:00:00,2024-06-17T05:00:00,SW,44,n,976.5,0,90.1,0,14.9,0,6,southwest,Clear Sky,800,c01n,Faisalābād,Pakistan,73.135,31.4504
515.0505,999,2024-06-17:03,1718593200,69.2,3.6,230,546.09,96.95,0,0,291.3,102.1,0,0,0,16.4,794.66,2024-06-17T03:00:00,2024-06-17T08:00:00,SW,42,d,978,0,96,0,14.9,0,8.1,southwest,Clear Sky,800,c01d,Faisalābād,Pakistan,73.135,31.4504
942.4752,998,2024-06-17:06,1718604000,68.2,10.4,232,997.35,122.91,0,0,290.8,118.4,0,0,0,15.5,924.22,2024-06-17T06:00:00,2024-06-17T11:00:00,SW,27,d,977.5,0,109.7,0,14.9,0,7.3,southwest,Clear Sky,800,c01d,Faisalābād,Pakistan,73.135,31.4504
887.2661,995.5,2024-06-17:09,1718614800,63.1,9,212,929.74,119.64,0,0,290.3,120.7,0,3,0,17.8,909.64,2024-06-17T09:00:00,2024-06-17T14:00:00,SSW,19,d,975,0,115.8,0,14.9,0,8.5,south-southwest,Clear Sky,800,c01d,Faisalābād,Pakistan,73.135,31.4504
378.69485,993.5,2024-06-17:12,1718625600,60.2,2.5,224,394.75,84.84,0,0,290.3,116.6,0,10,0,15.6,721.82,2024-06-17T12:00:00,2024-06-17T17:00:00,SW,18,d,973.5,0,114.1,0,14.9,0,7,southwest,Few clouds,801,c02d,Faisalābād,Pakistan,73.135,31.4504
0,994.5,2024-06-17:15,1718636400,67.6,0,189,0,0,0,0,290.8,109.6,0,34,0,4.9,0,2024-06-17T15:00:00,2024-06-17T20:00:00,S,32,n,974,0,103.2,0,14.8,0,2.8,south,Few clouds,801,c02n,Faisalābād,Pakistan,73.135,31.4504
0,995.5,2024-06-17:18,1718647200,70.1,0,209,0,0,0,0,291,105.2,0,2,0,13.7,0,2024-06-17T18:00:00,2024-06-17T23:00:00,SSW,41,n,974.5,0,97.8,0,14.9,0,7.3,south-southwest,Clear Sky,800,c01n,Faisalābād,Pakistan,73.135,31.4504
0,995.5,2024-06-17:21,1718658000,68.2,0,230,0,0,0,0,289.8,99.9,0,0,0,15.5,0,2024-06-17T21:00:00,2024-06-18T02:00:00,SW,42,n,974.5,0,94.9,0,14.9,0,6.8,southwest,Clear Sky,800,c01n,Faisalābād,Pakistan,73.135,31.4504
