solar_rad,slp,datetime,ts,dewpt,uv,wind_dir,ghi,dhi,precip,pop,ozone,app_temp,clouds_low,clouds_mid,snow_depth,wind_gust_spd,dni,timestamp_utc,timestamp_local,wind_cdir,rh,pod,pres,snow,temp,clouds,vis,clouds_hi,wind_spd,wind_cdir_full,description,code,icon,city,country,lon,lat
950.5666,994.5,2024-06-19:06,1718776800,66,10.5,94,1002.37,123.01,0,0,291.5,106.2,0,39,0,27.3,925.3,2024-06-19T06:00:00,2024-06-19T11:00:00,E,32,d,972,0,101.4,0,14.9,0,13,east,Few clouds,801,c02d,Sheikhupura,Pakistan,73.985,31.7167
883.2623,989.1,2024-06-19:09,1718787600,59.7,8.8,188,920.78,119.07,0.002,15,292.3,113.7,0,0,0,10.3,907.67,2024-06-19T09:00:00,2024-06-19T14:00:00,S,19,d,967,0,111.6,0,14.9,0,11.4,south,Clear Sky,800,c01d,Sheikhupura,Pakistan,73.985,31.7167
362.06512,987,2024-06-19:12,1718798400,62.9,2.4,236,379.34,83.36,0,0,291.5,116.3,0,0,0,14.1,712.99,2024-06-19T12:00:00,2024-06-19T17:00:00,SW,21,d,965,0,112,0,14.9,0,6,southwest,Clear Sky,800,c01d,Sheikhupura,Pakistan,73.985,31.7167
0,987.2,2024-06-19:15,1718809200,62.9,0,250,0,0,0.001,15,290.3,111.2,18,100,0,6.1,0,2024-06-19T15:00:00,2024-06-19T20:00:00,WSW,24,n,965,0,107.5,100,12.5,68,4.7,west-southwest,Overcast clouds,804,c04n,Sheikhupura,Pakistan,73.985,31.7167
0,1001.5,2024-06-14:18,1718388000,77.4,0,171,0,0,0,0,285,100.9,0,0,0,12,0,2024-06-14T18:00:00,2024-06-14T23:00:00,S,71,n,978.5,0,88,0,14.9,0,7.7,south,Clear Sky,800,c01n,Turbat,Pakistan,63.0383,26.0081
0,1000.5,2024-06-14:21,1718398800,77.8,0,191,0,0,0,0,283.8,95.9,42,0,0,9.1,0,2024-06-14T21:00:00,2024-06-15T02:00:00,S,80,n,978,0,84.7,0,14.9,0,4.8,south,Few clouds,801,c02n,Turbat,Pakistan,63.0383,26.0081
0,1001,2024-06-15:00,1718409600,77.4,0,170,0,0,0,0,285.5,94,45,55,0,6.5,0,2024-06-15T00:00:00,2024-06-15T05:00:00,S,81,n,978,0,83.9,0,14.9,0,3.6,south,Scattered clouds,802,c02n,Turbat,Pakistan,63.0383,26.0081
326.09302,1002.5,2024-06-15:03,1718420400,76.8,1.6,173,383,83.86,0,0,288.5,95.6,36,68,0,8,714.87,2024-06-15T03:00:00,2024-06-15T08:00:00,S,76,d,980,0,85.2,48,14.9,0,4.6,south,Overcast clouds,804,c04d,Turbat,Pakistan,63.0383,26.0081
873.8267,1001.5,2024-06-15:06,1718431200,75.4,9.2,189,940.61,120.3,0,0,289.3,105.7,37,38,0,9.8,912.09,2024-06-15T06:00:00,2024-06-15T11:00:00,S,56,d,979,0,93.5,0,14.9,0,5.1,south,Scattered clouds,802,c02d,Turbat,Pakistan,63.0383,26.0081
936.053,999,2024-06-15:09,1718442000,73.4,10.5,206,1001.9,123.24,0,0,291,117,0,4,0,17.1,925.2,2024-06-15T09:00:00,2024-06-15T14:00:00,SSW,38,d,976.5,0,104.1,0,14.9,0,10.9,south-southwest,Clear Sky,800,c01d,Turbat,Pakistan,63.0383,26.0081
486.13535,998,2024-06-15:12,1718452800,72.6,3.4,202,519.53,95.09,0,0,285,114.8,0,0,0,23.2,783.5,2024-06-15T12:00:00,2024-06-15T17:00:00,SSW,38,d,975.5,0,103.2,0,14.9,0,14.7,south-southwest,Clear Sky,800,c01d,Turbat,Pakistan,63.0383,26.0081
0,999.5,2024-06-15:15,1718463600,73.7,0,177,0,0,0,0,286.8,102.7,0,0,0,20.7,0,2024-06-15T15:00:00,2024-06-15T20:00:00,S,54,n,977,0,92.8,0,14.9,0,11.3,south,Clear Sky,800,c01n,Turbat,Pakistan,63.0383,26.0081
0,1002,2024-06-15:18,1718474400,76.3,0,191,0,0,0,0,285.5,97.1,0,0,0,10.6,0,2024-06-15T18:00:00,2024-06-15T23:00:00,S,72,n,979,0,86.5,0,14.9,0,6.1,south,Clear Sky,800,c01n,Turbat,Pakistan,63.0383,26.0081
0,1002,2024-06-15:21,1718485200,76.1,0,152,0,0,0,0,284.5,93,34,0,0,8.7,0,2024-06-15T21:00:00,2024-06-16T02:00:00,SSE,77,n,979,0,84.1,0,14.9,0,5.2,south-southeast,Few clouds,801,c02n,Turbat,Pakistan,63.0383,26.0081
0,1003,2024-06-16:00,1718496000,75.9,0,210,0,0,0,0,283.8,90.6,54,0,0,6,0,2024-06-16T00:00:00,2024-06-16T05:00:00,SSW,80,n,980,0,82.7,0,14.9,0,2.9,south-southwest,Scattered clouds,802,c02n,Turbat,Pakistan,63.0383,26.0081
355.4827,1003.5,2024-06-16:03,1718506800,75.2,2.5,277,382.34,83.79,0,0,287.3,92.1,57,0,0,3.6,714.39,2024-06-16T03:00:00,2024-06-16T08:00:00,W,75,d,981,0,84,0,14.9,0,1.3,west,Scattered clouds,802,c02d,Turbat,Pakistan,63.0383,26.0081
885.30396,1003,2024-06-16:06,1718517600,69.9,9.2,215,940.09,120.26,0,0,287,102,0,0,0,8.5,911.86,2024-06-16T06:00:00,2024-06-16T11:00:00,SW,44,d,980,0,95.3,0,14.9,0,4.1,southwest,Clear Sky,800,c01d,Turbat,Pakistan,63.0383,26.0081
1002.06,1000.5,2024-06-16:09,1718528400,49.7,10.5,242,1002.06,123.24,0,0,287.3,104.3,0,0,0,16.7,925.11,2024-06-16T09:00:00,2024-06-16T14:00:00,WSW,15,d,978,0,107.2,0,14.9,0,10.6,west-southwest,Clear Sky,800,c01d,Turbat,Pakistan,63.0383,26.0081
491.61963,999,2024-06-16:12,1718539200,68.3,3.4,222,520.38,95.15,0,0,285.3,112.6,0,0,0,24.5,783.77,2024-06-16T12:00:00,2024-06-16T17:00:00,SW,31,d,976.5,0,105.1,0,14.9,0,15.5,southwest,Clear Sky,800,c01d,Turbat,Pakistan,63.0383,26.0081
0,1000,2024-06-16:15,1718550000,70.8,0,206,0,0,0,0,284.8,101.4,0,0,0,21.3,0,2024-06-16T15:00:00,2024-06-16T20:00:00,SSW,47,n,977.5,0,94.2,0,14.9,0,11.5,south-southwest,Clear Sky,800,c01n,Turbat,Pakistan,63.0383,26.0081
0,1002.5,2024-06-16:18,1718560800,74.6,0,209,0,0,0,0,285.5,96.5,0,0,0,11.7,0,2024-06-16T18:00:00,2024-06-16T23:00:00,SSW,66,n,980,0,87.3,0,14.9,0,7.2,south-southwest,Clear Sky,800,c01n,Turbat,Pakistan,63.0383,26.0081
0,1002.5,2024-06-16:21,1718571600,75.4,0,212,0,0,0,0,279.8,92,0,0,0,6.6,0,2024-06-16T21:00:00,2024-06-17T02:00:00,SSW,76,n,979.5,0,83.8,0,14.9,0,3.9,south-southwest,Clear Sky,800,c01n,Turbat,Pakistan,63.0383,26.0081
0,1002.5,2024-06-17:00,1718582400,75.8,0,226,0,0,0,0,282,89.5,73,53,0,5.8,0,2024-06-17T00:00:00,2024-06-17T05:00:00,SW,81,n,980,0,82.2,67,14.9,0,2.6,southwest,Overcast clouds,804,c04n,Turbat,Pakistan,63.0383,26.0081
353.95334,1004,2024-06-17:03,1718593200,75.9,2.5,247,381.64,83.71,0,0,283.5,91.9,48,35,0,4.4,713.9,2024-06-17T03:00:00,2024-06-17T08:00:00,WSW,78,d,981,0,83.5,0,14.9,0,1.9,west-southwest,Scattered clouds,802,c02d,Turbat,Pakistan,63.0383,26.0081
875.99396,1003.5,2024-06-17:06,1718604000,74.3,9.2,220,939.56,120.22,0,0,280.5,104.2,7,44,0,11.7,911.62,2024-06-17T06:00:00,2024-06-17T11:00:00,SW,54,d,980.5,0,93.4,0,14.9,0,6.6,southwest,Scattered clouds,802,c02d,Turbat,Pakistan,63.0383,26.0081
951.89905,1000.5,2024-06-17:09,1718614800,65.4,10.5,226,1002.22,123.23,0,0,278.3,110.2,0,0,0,19.8,925.03,2024-06-17T09:00:00,2024-06-17T14:00:00,SW,28,d,978,0,105.1,0,14.9,0,12.6,southwest,Clear Sky,800,c01d,Turbat,Pakistan,63.0383,26.0081
489.1113,998,2024-06-17:12,1718625600,71.4,3.5,226,521.21,95.2,0,0,277.8,116.6,0,0,0,24.8,784.03,2024-06-17T12:00:00,2024-06-17T17:00:00,SW,34,d,976,0,105.6,0,14.9,0,15.6,southwest,Clear Sky,800,c01d,Turbat,Pakistan,63.0383,26.0081
0,1000,2024-06-17:15,1718636400,69.5,0,201,0,0,0,0,280.3,102.9,0,41,0,21.5,0,2024-06-17T15:00:00,2024-06-17T20:00:00,SSW,42,n,977.5,0,96.4,0,14.9,0,12.1,south-southwest,Few clouds,801,c02n,Turbat,Pakistan,63.0383,26.0081
0,1002,2024-06-17:18,1718647200,74,0,168,0,0,0,0,278.3,98.4,0,27,0,10.1,0,2024-06-17T18:00:00,2024-06-17T23:00:00,SSE,61,n,979.5,0,89.2,0,14.9,0,6.4,south-southeast,Few clouds,801,c02n,Turbat,Pakistan,63.0383,26.0081
0,1001.5,2024-06-17:21,1718658000,76.6,0,174,0,0,0,0,280.8,95.8,0,60,0,8.8,0,2024-06-17T21:00:00,2024-06-18T02:00:00,S,75,n,979,0,85.4,0,14.9,0,5.6,south,Scattered clouds,802,c02n,Turbat,Pakistan,63.0383,26.0081
0,1001.5,2024-06-18:00,1718668800,76.5,0,208,0,0,0,0,280.3,92.9,0,57,0,5.8,0,2024-06-18T00:00:00,2024-06-18T05:00:00,SSW,79,n,979,0,83.8,0,14.9,0,3.7,south-southwest,Scattered clouds,802,c02n,Turbat,Pakistan,63.0383,26.0081
352.5401,1002.5,2024-06-18:03,1718679600,77,2.5,211,380.9,83.64,0,0,282.8,95.5,0,0,0,5.8,713.38,2024-06-18T03:00:00,2024-06-18T08:00:00,SSW,77,d,980,0,85,0,14.9,0,2.8,south-southwest,Clear Sky,800,c01d,Turbat,Pakistan,63.0383,26.0081
876.3937,1001.5,2024-06-18:06,1718690400,74,9.2,205,939.03,120.18,0,0,284.3,108.6,0,0,0,10.8,911.4,2024-06-18T06:00:00,2024-06-18T11:00:00,SSW,48,d,979,0,97,0,14.9,0,5.9,south-southwest,Clear Sky,800,c01d,Turbat,Pakistan,63.0383,26.0081
947.27045,998.5,2024-06-18:09,1718701200,67.7,10.5,212,1002.39,123.23,0,0,282.8,117.2,0,0,0,18.7,924.95,2024-06-18T09:00:00,2024-06-18T14:00:00,SSW,27,d,976,0,109.2,0,14.9,0,11.9,south-southwest,Clear Sky,800,c01d,Turbat,Pakistan,63.0383,26.0081
490.2218,996,2024-06-18:12,1718712000,71.2,3.4,216,522.01,95.25,0,0,283.5,121.5,0,0,0,20,784.29,2024-06-18T12:00:00,2024-06-18T17:00:00,SW,30,d,974,0,109.6,0,14.9,0,11.5,southwest,Clear Sky,800,c01d,Turbat,Pakistan,63.0383,26.0081
0,997.5,2024-06-18:15,1718722800,70.9,0,227,0,0,0,0,281.3,112.8,0,0,0,27.2,0,2024-06-18T15:00:00,2024-06-18T20:00:00,SW,36,n,975,0,103.1,0,14.9,0,14,southwest,Clear Sky,800,c01n,Turbat,Pakistan,63.0383,26.0081
0,999,2024-06-18:18,1718733600,69.9,0,219,0,0,0,0,285,104.7,0,0,0,8.5,0,2024-06-18T18:00:00,2024-06-18T23:00:00,SW,41,n,977,0,97.6,0,14.9,0,4.3,southwest,Clear Sky,800,c01n,Turbat,Pakistan,63.0383,26.0081
0,998,2024-06-18:21,1718744400,73.6,0,191,0,0,0,0,284.8,102.5,0,0,0,3,0,2024-06-18T21:00:00,2024-06-19T02:00:00,S,54,n,975.5,0,92.7,0,14.9,0,1.5,south,Clear Sky,800,c01n,Turbat,Pakistan,63.0383,26.0081
0,998,2024-06-19:00,1718755200,71.9,0,144,0,0,0,0,288.3,96.1,0,0,0,4,0,2024-06-19T00:00:00,2024-06-19T05:00:00,SE,57,n,975.5,0,89.1,0,14.9,0,2.6,southeast,Clear Sky,800,c01n,Turbat,Pakistan,63.0383,26.0081
366.89822,998.5,2024-06-19:03,1718766000,55,2.4,64,380.12,83.56,0,0,289.5,93.5,0,0,0,2.4,712.85,2024-06-19T03:00:00,2024-06-19T08:00:00,ENE,26,d,976.5,0,95.3,0,14.9,0,0.7,east-northeast,Clear Sky,800,c01d,Turbat,Pakistan,63.0383,26.0081
938.49,997.5,2024-06-19:06,1718776800,36.1,9.2,352,938.49,120.15,0,0,288,104.3,0,0,0,26.3,911.18,2024-06-19T06:00:00,2024-06-19T11:00:00,NNW,8,d,975.5,0,110.9,0,14.9,0,16.5,north-northwest,Clear Sky,800,c01d,Turbat,Pakistan,63.0383,26.0081
1002.55,982,2024-06-19:09,1718787600,23.6,10.5,351,1002.55,123.23,0,0,284.8,106.8,0,0,0,26.4,924.88,2024-06-19T09:00:00,2024-06-19T14:00:00,NNW,4,d,967.5,0,117.2,0,14.9,0,28.2,north-northwest,Clear Sky,800,c01d,Turbat,Pakistan,63.0383,26.0081
522.78,980.5,2024-06-19:12,1718798400,23.1,3.5,351,522.78,95.3,0,0,283.8,106.3,0,0,0,27.1,784.54,2024-06-19T12:00:00,2024-06-19T17:00:00,NNW,4,d,966,0,116.5,0,14.9,0,27.2,north-northwest,Clear Sky,800,c01d,Turbat,Pakistan,63.0383,26.0081
0,981.7,2024-06-19:15,1718809200,27.9,0,349,0,0,0,0,286.5,101.9,0,0,0,34.5,0,2024-06-19T15:00:00,2024-06-19T20:00:00,NNW,6,n,967,0,109.3,0,14.9,2,22.2,north-northwest,Clear Sky,800,c01n,Turbat,Pakistan,63.0383,26.0081
0,997,2024-06-14:18,1718388000,74.9,0,58,0,0,0,0,297,102.1,0,0,0,3.3,0,2024-06-14T18:00:00,2024-06-14T23:00:00,ENE,59,n,975.5,0,91.2,0,14.9,0,1.5,east-northeast,Clear Sky,800,c01n,Sargodha,Pakistan,72.6861,32.074
0,996.5,2024-06-14:21,1718398800,76.1,0,272,0,0,0,0,294,98.4,0,0,0,2.9,0,2024-06-14T21:00:00,2024-06-15T02:00:00,W,69,n,975,0,87.5,0,14.9,0,1.6,west,Clear Sky,800,c01n,Sargodha,Pakistan,72.6861,32.074
0,997,2024-06-15:00,1718409600,75.8,0,119,0,0,0,0,297.5,96.3,0,0,0,4.5,0,2024-06-15T00:00:00,2024-06-15T05:00:00,ESE,71,n,975.5,0,86.3,0,14.9,0,2.7,east-southeast,Clear Sky,800,c01n,Sargodha,Pakistan,72.6861,32.074
507.07767,999,2024-06-15:03,1718420400,73.2,3.6,148,542.82,96.69,0,0,295,105.4,0,0,0,5.9,793.66,2024-06-15T03:00:00,2024-06-15T08:00:00,SSE,49,d,977.5,0,95.4,0,14.9,0,3,south-southeast,Clear Sky,800,c01d,Sargodha,Pakistan,72.6861,32.074
935.73553,998.5,2024-06-15:06,1718431200,70.3,10.3,135,994.33,122.74,0,0,295.5,116.2,0,0,0,10.8,923.95,2024-06-15T06:00:00,2024-06-15T11:00:00,SE,32,d,977,0,106.3,0,14.9,0,5.4,southeast,Clear Sky,800,c01d,Sargodha,Pakistan,72.6861,32.074
890.74194,996.5,2024-06-15:09,1718442000,61.5,9,258,931.2,119.69,0,15,296.8,113.5,0,30,0,9,910.32,2024-06-15T09:00:00,2024-06-15T14:00:00,WSW,21,d,975.5,0,110.4,0,14.9,16,0.9,west-southwest,Few clouds,801,c02d,Sargodha,Pakistan,72.6861,32.074
381.3855,995.5,2024-06-15:12,1718452800,65.9,2.5,157,401.44,85.42,0,0,295.8,112.9,0,40,0,23.2,725.94,2024-06-15T12:00:00,2024-06-15T17:00:00,SSE,27,d,974.5,0,107,0,14.9,5,12.2,south-southeast,Few clouds,801,c02d,Sargodha,Pakistan,72.6861,32.074
0,996,2024-06-15:15,1718463600,69.2,0,157,0,0,0,0,294.3,106.3,0,0,0,8.7,0,2024-06-15T15:00:00,2024-06-15T20:00:00,SSE,38,n,975,0,99.3,0,14.9,0,3.6,south-southeast,Clear Sky,800,c01n,Sargodha,Pakistan,72.6861,32.074
0,997,2024-06-15:18,1718474400,71.4,0,182,0,0,0,0,294,101.8,0,0,0,3.2,0,2024-06-15T18:00:00,2024-06-15T23:00:00,S,48,n,975.5,0,94.1,0,14.9,2,2.1,south,Clear Sky,800,c01n,Sargodha,Pakistan,72.6861,32.074
0,996.5,2024-06-15:21,1718485200,75.8,0,239,0,0,0,0,292.8,105.4,0,0,0,1.5,0,2024-06-15T21:00:00,2024-06-16T02:00:00,WSW,58,n,975.5,0,92.8,0,14.9,0,0.7,west-southwest,Clear Sky,800,c01n,Sargodha,Pakistan,72.6861,32.074
0,997.5,2024-06-16:00,1718496000,73.2,0,180,0,0,0,0,291.8,98.5,0,0,0,2.5,0,2024-06-16T00:00:00,2024-06-16T05:00:00,S,58,n,976,0,90,0,14.9,0,1.6,south,Clear Sky,800,c01n,Sargodha,Pakistan,72.6861,32.074
507.12045,999.5,2024-06-16:03,1718506800,73.1,3.6,233,542.23,96.64,0,0,293,106.9,0,0,0,8.5,793.33,2024-06-16T03:00:00,2024-06-16T08:00:00,SW,47,d,978,0,96.6,0,14.9,0,4.3,southwest,Clear Sky,800,c01d,Sargodha,Pakistan,72.6861,32.074
943.61664,998.5,2024-06-16:06,1718517600,66.3,10.3,223,994.02,122.71,0,0,291.8,116.9,0,0,0,9.1,923.77,2024-06-16T06:00:00,2024-06-16T11:00:00,SW,25,d,977.5,0,110.1,0,14.9,0,3.2,southwest,Clear Sky,800,c01d,Sargodha,Pakistan,72.6861,32.074
890.75195,996,2024-06-16:09,1718528400,62.5,9,206,931.59,119.69,0,0,291.5,119.5,0,17,0,11,910.29,2024-06-16T09:00:00,2024-06-16T14:00:00,SSW,19,d,975,0,115.1,0,14.9,0,5.4,south-southwest,Few clouds,801,c02d,Sargodha,Pakistan,72.6861,32.074
386.48657,994.5,2024-06-16:12,1718539200,58.2,2.6,226,402.39,85.5,0,0,293.5,114.9,0,21,0,8.5,726.39,2024-06-16T12:00:00,2024-06-16T17:00:00,SW,17,d,973.5,0,113.6,0,14.9,0,2.9,southwest,Few clouds,801,c02d,Sargodha,Pakistan,72.6861,32.074
0,995,2024-06-16:15,1718550000,66.5,0,56,0,0,0,0,293.8,111.3,0,11,0,1.1,0,2024-06-16T15:00:00,2024-06-16T20:00:00,NE,29,n,974,0,105.3,0,14.9,0,0.2,northeast,Few clouds,801,c02n,Sargodha,Pakistan,72.6861,32.074
0,996,2024-06-16:18,1718560800,68.1,0,192,0,0,0,0,292,103.8,0,0,0,2.7,0,2024-06-16T18:00:00,2024-06-16T23:00:00,SSW,38,n,974.5,0,98.1,0,14.9,0,1.9,south-southwest,Clear Sky,800,c01n,Sargodha,Pakistan,72.6861,32.074
0,996,2024-06-16:21,1718571600,67.6,0,229,0,0,0,0,291,100.5,0,0,0,8.5,0,2024-06-16T21:00:00,2024-06-17T02:00:00,SW,40,n,974.5,0,95.8,0,14.9,0,4.6,southwest,Clear Sky,800,c01n,Sargodha,Pakistan,72.6861,32.074
0,997,2024-06-17:00,1718582400,69.3,0,235,0,0,0,0,290.8,98,0,0,0,9.3,0,2024-06-17T00:00:00,2024-06-17T05:00:00,SW,47,n,975.5,0,92.5,0,14.9,0,3.1,southwest,Clear Sky,800,c01n,Sargodha,Pakistan,72.6861,32.074
511.62714,998.5,2024-06-17:03,1718593200,68.1,3.6,223,541.6,96.59,0,0,292,103.8,0,0,0,10,792.97,2024-06-17T03:00:00,2024-06-17T08:00:00,SW,38,d,977,0,98.1,0,14.9,0,5.1,southwest,Clear Sky,800,c01d,Sargodha,Pakistan,72.6861,32.074
944.6995,997.5,2024-06-17:06,1718604000,65.3,10.3,219,993.69,122.68,0,0,291,118.1,0,0,0,10,923.58,2024-06-17T06:00:00,2024-06-17T11:00:00,SW,23,d,976.5,0,111.8,0,14.9,0,3.9,southwest,Clear Sky,800,c01d,Sargodha,Pakistan,72.6861,32.074
891.4014,995.5,2024-06-17:09,1718614800,61.2,9,194,931.95,119.7,0,0,292.3,120.8,0,0,0,12.9,910.26,2024-06-17T09:00:00,2024-06-17T14:00:00,SSW,17,d,974.5,0,117.4,0,14.9,0,6.5,south-southwest,Clear Sky,800,c01d,Sargodha,Pakistan,72.6861,32.074
387.26437,993.5,2024-06-17:12,1718625600,59.6,2.6,178,403.29,85.57,0,0,290,117.7,0,41,0,10.3,726.81,2024-06-17T12:00:00,2024-06-17T17:00:00,S,17,d,972.5,0,115.4,0,11.8,2,3.9,south,Few clouds,801,c02d,Sargodha,Pakistan,72.6861,32.074
0,994.5,2024-06-17:15,1718636400,62.5,0,74,0,0,0,0,293.5,107.1,0,15,0,13.4,0,2024-06-17T15:00:00,2024-06-17T20:00:00,ENE,26,n,973.5,0,104.3,0,14.9,0,6,east-northeast,Few clouds,801,c02n,Sargodha,Pakistan,72.6861,32.074
0,995,2024-06-17:18,1718647200,63.5,0,112,0,0,0,0,292.5,102,0,11,0,6.6,0,2024-06-17T18:00:00,2024-06-17T23:00:00,ESE,31,n,974,0,99.5,0,14.9,0,3.8,east-southeast,Few clouds,801,c02n,Sargodha,Pakistan,72.6861,32.074
0,995.5,2024-06-17:21,1718658000,68.7,0,235,0,0,0,0,291,104.1,0,10,0,7.2,0,2024-06-17T21:00:00,2024-06-18T02:00:00,SW,39,n,974,0,97.9,0,14.9,0,4.1,southwest,Few clouds,801,c02n,Sargodha,Pakistan,72.6861,32.074
0,996,2024-06-18:00,1718668800,70.1,0,104,0,0,0,0,292.8,97.9,0,0,0,5.6,0,2024-06-18T00:00:00,2024-06-18T05:00:00,ESE,49,n,974.5,0,92,0,14.9,0,3,east-southeast,Clear Sky,800,c01n,Sargodha,Pakistan,72.6861,32.074
510.03674,997,2024-06-18:03,1718679600,68.9,3.6,98,540.93,96.53,0,0,294.5,104.5,0,4,0,11,792.61,2024-06-18T03:00:00,2024-06-18T08:00:00,E,39,d,976,0,98.2,0,14.9,0,5.6,east,Clear Sky,800,c01d,Sargodha,Pakistan,72.6861,32.074
951.8435,996,2024-06-18:06,1718690400,59.7,10.3,99,993.35,122.66,0,0,293.8,113.7,0,0,0,19.7,923.4,2024-06-18T06:00:00,2024-06-18T11:00:00,E,19,d,974.5,0,111.6,0,14.9,0,9.7,east,Clear Sky,800,c01d,Sargodha,Pakistan,72.6861,32.074
893.943,992.5,2024-06-18:09,1718701200,60.7,9,116,932.3,119.71,0,0,295.8,119.8,0,0,0,14.5,910.23,2024-06-18T09:00:00,2024-06-18T14:00:00,ESE,17,d,971.5,0,116.8,0,14.9,0,6.2,east-southeast,Clear Sky,800,c01d,Sargodha,Pakistan,72.6861,32.074
387.63553,990.5,2024-06-18:12,1718712000,59.1,2.6,102,404.15,85.64,0,0,293,116.6,0,58,0,6.5,727.22,2024-06-18T12:00:00,2024-06-18T17:00:00,ESE,17,d,969.5,0,114.7,0,14.9,6,1.9,east-southeast,Scattered clouds,802,c02d,Sargodha,Pakistan,72.6861,32.074
0,991.5,2024-06-18:15,1718722800,62,0,6,0,0,0,0,296,107.6,0,57,0,6,0,2024-06-18T15:00:00,2024-06-18T20:00:00,N,25,n,970.5,0,105,0,14.9,0,3.2,north,Scattered clouds,802,c02n,Sargodha,Pakistan,72.6861,32.074
0,991.5,2024-06-18:18,1718733600,65.6,0,69,0,0,0,0,295.3,101.7,0,4,0,3.6,0,2024-06-18T18:00:00,2024-06-18T23:00:00,ENE,35,n,970.5,0,98,0,14.9,0,2.2,east-northeast,Clear Sky,800,c01n,Sargodha,Pakistan,72.6861,32.074
0,991,2024-06-18:21,1718744400,65.8,0,56,0,0,0,0,291.3,95.8,0,57,0,7.9,0,2024-06-18T21:00:00,2024-06-19T02:00:00,NE,41,n,970,0,93,46,14.9,100,4.5,northeast,Overcast clouds,804,c04n,Sargodha,Pakistan,72.6861,32.074
0,992.5,2024-06-19:00,1718755200,67.6,0,357,0,0,0.052,55,292,92.1,0,90,0,20.1,0,2024-06-19T00:00:00,2024-06-19T05:00:00,NNW,50,n,971,0,88.6,78,14.9,100,9.1,north-northwest,Overcast clouds,804,c04n,Sargodha,Pakistan,72.6861,32.074
509.91867,993.5,2024-06-19:03,1718766000,68.9,3.6,62,540.21,96.47,0,0,293.8,97.9,0,60,0,16.6,792.24,2024-06-19T03:00:00,2024-06-19T08:00:00,ENE,46,d,972,0,92.8,0,14.9,0,4.4,east-northeast,Scattered clouds,802,c02d,Sargodha,Pakistan,72.6861,32.074
943.2866,994.5,2024-06-19:06,1718776800,65,10.3,86,992.99,122.63,0,0,292,107.9,0,7,0,21.3,923.22,2024-06-19T06:00:00,2024-06-19T11:00:00,E,29,d,973.5,0,103.5,0,14.9,0,10.7,east,Few clouds,801,c02d,Sargodha,Pakistan,72.6861,32.074
895.11127,989.3,2024-06-19:09,1718787600,59.4,9.1,118,932.63,119.71,0,0,290.3,115,0,0,0,5.4,910.2,2024-06-19T09:00:00,2024-06-19T14:00:00,ESE,18,d,969,0,113.1,0,14.9,0,3.3,east-southeast,Clear Sky,800,c01d,Sargodha,Pakistan,72.6861,32.074
388.33038,986.7,2024-06-19:12,1718798400,60,2.6,311,404.96,85.7,0,0,290.3,116.2,0,0,0,7.6,727.6,2024-06-19T12:00:00,2024-06-19T17:00:00,NW,18,d,966.5,0,113.8,0,14.9,0,1.9,northwest,Clear Sky,800,c01d,Sargodha,Pakistan,72.6861,32.074
0,987.4,2024-06-19:15,1718809200,58.6,0,336,0,0,0.007,15,290.5,107.7,25,83,0,15.2,0,2024-06-19T15:00:00,2024-06-19T20:00:00,NNW,21,n,967,0,106.8,83,12.5,25,8.1,north-northwest,Overcast clouds,804,c04n,Sargodha,Pakistan,72.6861,32.074
0,997,2024-06-14:18,1718388000,64.4,0,338,0,0,0,0,295,94.2,0,0,0,6.1,0,2024-06-14T18:00:00,2024-06-14T23:00:00,NNW,40,n,971.5,0,92.2,0,14.9,4,3,north-northwest,Clear Sky,800,c01n,Gujrānwāla,Pakistan,74.1945,32.1877
0,996.5,2024-06-14:21,1718398800,67.4,0,16,0,0,0,0,294.3,92.5,0,0,0,4.9,0,2024-06-14T21:00:00,2024-06-15T02:00:00,NNE,49,n,971,0,89.1,29,14.9,65,2.5,north-northeast,Scattered clouds,802,c02n,Gujrānwāla,Pakistan,74.1945,32.1877
117.1778,997,2024-06-15:00,1718409600,65.9,1.2,28,57.44,64.29,0,0,296.5,88.5,0,0,0,7,168.29,2024-06-15T00:00:00,2024-06-15T05:00:00,NNE,51,d,971.5,0,86.2,26,14.9,60,2.4,north-northeast,Scattered clouds,802,c02d,Gujrānwāla,Pakistan,74.1945,32.1877
435.7766,999.5,2024-06-15:03,1718420400,65.7,3.4,283,458.88,181.39,0,0,298.8,96.5,0,0,0,9.2,561.12,2024-06-15T03:00:00,2024-06-15T08:00:00,WNW,40,d,974,0,93.7,0,14.9,0,3.8,west-northwest,Clear Sky,800,c01d,Gujrānwāla,Pakistan,74.1945,32.1877
823.2601,998.5,2024-06-15:06,1718431200,56.9,9.1,337,855.11,237.54,0,0,296.8,106.4,0,0,0,11.2,718.82,2024-06-15T06:00:00,2024-06-15T11:00:00,NNW,20,d,973.5,0,106.4,0,14.9,0,4.3,north-northwest,Clear Sky,800,c01d,Gujrānwāla,Pakistan,74.1945,32.1877
656.0902,996,2024-06-15:09,1718442000,56.4,4.7,261,774.72,227.91,0,0,296.5,111.4,0,53,0,12.1,693.25,2024-06-15T09:00:00,2024-06-15T14:00:00,W,17,d,971,0,111.3,55,14.9,100,4.8,west,Overcast clouds,804,c04d,Gujrānwāla,Pakistan,74.1945,32.1877
